,CIK_number,entity.name,Year1Before_Revenues,Year2Before_Revenues,Year3Before_Revenues,Year1Before_NetIncomeLoss,Year2Before_NetIncomeLoss,Year3Before_NetIncomeLoss,Year1Before_NetCashProvidedByUsedInOperatingActivities,Year2Before_NetCashProvidedByUsedInOperatingActivities,Year3Before_NetCashProvidedByUsedInOperatingActivities,Year1Before_NetCashProvidedByUsedInInvestingActivities,Year2Before_NetCashProvidedByUsedInInvestingActivities,Year3Before_NetCashProvidedByUsedInInvestingActivities,Year1Before_NetCashProvidedByUsedInFinancingActivities,Year2Before_NetCashProvidedByUsedInFinancingActivities,Year3Before_NetCashProvidedByUsedInFinancingActivities,Year1Before_CashAndCashEquivalentsAtCarryingValue,Year2Before_CashAndCashEquivalentsAtCarryingValue,Year3Before_CashAndCashEquivalentsAtCarryingValue,Year1Before_Assets,Year2Before_Assets,Year3Before_Assets,Year1Before_Liabilities,Year2Before_Liabilities,Year3Before_Liabilities,Year1Before_StockholdersEquity,Year2Before_StockholdersEquity,Year3Before_StockholdersEquity,Filed_Bankrupt,YoYSalesGrowth,2YoYSalesGrowth,YoY_NI_Growth,2YoY_NI_Growth,Y1_OpCF_Rev,Y2_OpCF_Rev,Y3_OpCF_Rev,Y1_InCF_Rev,Y2_InCF_Rev,Y3_InCF_Rev,Y1_FinCF_Rev,Y2_FinCF_Rev,Y3_FinCF_Rev,Y1_InvCF_OpCF,Y2_InvCF_OpCF,Y3_InvCF_OpCF,Y1_FinCF_OpCF,Y2_FinCF_OpCF,Y3_FinCF_OpCF,YoY_OpCF_Growth,2YoY_OpCF_Growth,YoY_InvCF_Growth,2YoY_InvCF_Growth,YoY_FinCF_Growth,2YoY_FinCF_Growth,1Y_Cash_Rev,2Y_Cash_Rev,3Y_Cash_Rev,1Y_Turnover,2Y_Turnover,3Y_Turnover,1Y_Solvency,2Y_Solvency,3Y_Solvency,1Y_Cash_OpCF,2Y_Cash_OpCF,3Y_Cash_OpCF
0,1099800,EDWARDS LIFESCIENCES CORPORATION,5382400000.0,5232500000.0,4386300000.0,1521900000.0,1503100000.0,823400000.0,1218200000.0,1732100000.0,1054300000.0,252300000.0,-1722500000.0,-531100000.0,-1584500000.0,-356300000.0,-486900000.0,769000000.0,862800000.0,1183200000.0,8292500000.0,8502600000.0,7237100000.0,2485800000.0,2666700000.0,2662800000.0,5806700000.0,5835900000.0,4574300000.0,0,0.028647873865265128,0.22709345006041537,0.012507484531967261,0.8483118775807628,0.22633026159334127,0.3310272336359293,0.24036203634042358,0.046875,-0.32919254658385094,-0.12108154936962816,-0.2943854042806183,-0.06809364548494984,-0.1110047192394501,0.2071088491216549,-0.9944575948270885,-0.503746561699706,-1.3006895419471352,-0.2057040586571214,-0.46182301052831265,-0.2966918769124185,0.1554585981219767,-1.1464731494920175,-1.4750517793259275,3.447095144541117,2.254261655370713,0.14287306777645659,0.16489249880554227,0.26974899117707407,0.6490684353331323,0.6153999952955567,0.6060853104143925,3.335948185694746,3.188435144560693,2.717853387411747,0.631259234936792,0.4981236649154206,1.1222612159726832
1,1071739,CENTENE CORPORATION,144547000000.0,125982000000.0,111115000000.0,1202000000.0,1347000000.0,1808000000.0,6261000000.0,4205000000.0,5503000000.0,-2921000000.0,-3299000000.0,-6955000000.0,-4197000000.0,1362000000.0,260000000.0,12074000000.0,13118000000.0,10800000000.0,76870000000.0,78375000000.0,68719000000.0,52633000000.0,51353000000.0,42757000000.0,24057000000.0,26795000000.0,25773000000.0,0,0.14736232160149854,0.30087746928857495,-0.10764662212323683,-0.3351769911504425,0.043314631227213296,0.03337778412789129,0.04952526661566845,-0.02020796004067881,-0.026186280579765363,-0.06259280925167619,-0.02903553861373809,0.01081106824784493,0.0023399181028663997,-0.46653889155087047,-0.7845422116527943,-1.263856078502635,-0.6703402012458074,0.3239001189060642,0.04724695620570598,0.4889417360285375,0.137743049245866,-0.11458017581085178,-0.5800143781452193,-4.081497797356828,-17.142307692307693,0.08352992452281957,0.10412598625200425,0.09719659811906584,1.8804084818524782,1.607425837320574,1.616947278045373,1.4604905667546977,1.5262010009152338,1.607198821245644,1.9284459351541288,3.1196195005945304,1.9625658731600946
2,16918,"CONSTELLATION BRANDS, INC.",8820700000.0,8614900000.0,8343500000.0,1000000.0,2031800000.0,-11800000.0,2705400000.0,2806500000.0,2551100000.0,-1035800000.0,-87900000.0,-531000000.0,-1929500000.0,-2346600000.0,-2031400000.0,199400000.0,460600000.0,81400000.0,25855800000.0,27104800000.0,27323200000.0,13808000000.0,13175700000.0,14848900000.0,11731900000.0,13598900000.0,12131800000.0,0,0.023888843747460697,0.05719422304788169,-0.9995078255733832,-1.0847457627118644,0.3067103517861394,0.3257727890050958,0.305758974051657,-0.11742832201525956,-0.010203252504381944,-0.06364235632528316,-0.21874681147754713,-0.2723885361408722,-0.24347096542218494,-0.3828639018259777,-0.031320149652592194,-0.20814550586021716,-0.7132032231832631,-0.8361304115446285,-0.7962839559405747,-0.03602351683591665,0.06048371290815724,10.783845278725824,0.9506591337099812,-0.1777465268899685,-0.050162449542187626,0.022605915630278774,0.053465507434793204,0.00975609756097561,0.34114976136882247,0.3178366931318438,0.30536320782338816,1.8725231749710314,2.0571810226401634,1.840082430348376,0.07370444296592,0.16411900944236593,0.03190780447650033
3,865752,MONSTER BEVERAGE CORPORATION,6311050000.0,5541352000.0,4598638000.0,1191624000.0,1377475000.0,1409594000.0,887699000.0,1155741000.0,1364163000.0,-161367000.0,-992022000.0,-472487000.0,-706938000.0,34821000.0,-526068000.0,1307141000.0,1326462000.0,1180413000.0,8293105000.0,7804784000.0,6202716000.0,1268064000.0,1237833000.0,1041856000.0,7025041000.0,6566951000.0,5160860000.0,0,0.13890075923709588,0.3723737332662409,-0.1349215049274941,-0.1546331780640383,0.14065789369439316,0.2085666097371183,0.296645006630224,-0.02556896237551596,-0.1790216539212813,-0.10274498666779164,-0.11201590860474882,0.006283845530837962,-0.11439648000125255,-0.18178121187474583,-0.8583428294055502,-0.3463567037076948,-0.7963712925214516,0.030128722611727023,-0.38563426804568074,-0.23192220402321972,-0.3492720444697591,-0.8373352607099439,-0.658473143176426,-21.302059102265876,0.34381486803987316,0.20711941752957114,0.2393751560990892,0.25668752356676044,0.7609996497090052,0.7099942804310791,0.7413910293490787,6.539973534458829,6.3051994897534644,5.95352524725106,1.4725047566799105,1.1477156214065263,0.865302020359737
4,1326160,DUKE ENERGY CORPORATION,28768000000.0,24621000000.0,23366000000.0,2550000000.0,3908000000.0,1270000000.0,5927000000.0,8290000000.0,8856000000.0,-11973000000.0,-10935000000.0,-10604000000.0,6129000000.0,2609000000.0,1731000000.0,409000000.0,341000000.0,259000000.0,178086000000.0,169587000000.0,162388000000.0,126233000000.0,118451000000.0,114424000000.0,49322000000.0,49296000000.0,47964000000.0,0,0.16843345111896357,0.2311906188478987,-0.3474923234390993,1.0078740157480315,0.20602753058954393,0.3367044392997847,0.3790122400068476,-0.4161916017797553,-0.4441330571463385,-0.45382179234785586,0.21304922135706342,0.10596645140327363,0.07408199948643328,-2.0200776109330185,-1.319059107358263,-1.1973803071364046,1.0340813227602497,0.31471652593486127,0.19546070460704607,-0.28504221954161646,-0.330736224028907,0.09492455418381351,0.12910222557525453,1.3491759294748946,2.5407279029462737,0.014217185761957732,0.013849965476625644,0.011084481725584181,0.16153993014610918,0.14518211891241664,0.14388994260659654,1.4107721435757685,1.431705937476256,1.4191777948682094,0.06900624261852539,0.041133896260554886,0.029245709123757905
5,1442145,"Verisk Analytics, Inc.",2497000000.0,2462500000.0,2269400000.0,954300000.0,666300000.0,712700000.0,1059000000.0,1155700000.0,1068200000.0,301400000.0,-592000000.0,-595800000.0,-1330200000.0,-498900000.0,-445200000.0,112500000.0,111900000.0,218800000.0,6961100000.0,7808100000.0,7561800000.0,5193400000.0,4965600000.0,4863600000.0,1749300000.0,2816500000.0,2698200000.0,0,0.014010152284263944,0.10029082576892567,0.43223773075191363,0.33899256349094986,0.42410893071686023,0.4693197969543147,0.47069710055521286,0.12070484581497798,-0.24040609137055838,-0.26253635322111574,-0.5327192631157389,-0.2025989847715736,-0.19617520049352252,0.2846081208687441,-0.5122436618499611,-0.5577607189664857,-1.2560906515580736,-0.43168642381240807,-0.4167758846657929,-0.08367223327853246,-0.008612619359670504,-1.5091216216216217,-1.5058744545149378,1.6662657847263982,1.9878706199460918,0.04505406487785343,0.045441624365482235,0.09641314884991628,0.3587076755110543,0.3153776206759647,0.3001137295352958,1.3403743212538992,1.5724383760270662,1.5547742413027388,0.10623229461756374,0.09682443540711257,0.20483055607564127
6,920522,"ESSEX PROPERTY TRUST, INC.",1606814000.0,1440556000.0,1495748000.0,432985000.0,515691000.0,599332000.0,975649000.0,905259000.0,803108000.0,145958000.0,-397397000.0,-416900000.0,-1137564000.0,-533265000.0,-383261000.0,33295000.0,48420000.0,73629000.0,12372905000.0,12997873000.0,12936177000.0,6450639000.0,6786699000.0,6720746000.0,5716372000.0,5993603000.0,6000410000.0,0,0.11541238244122409,0.074254486718351,-0.16037898664122507,-0.27755401013127945,0.6071947344247686,0.6284094474633406,0.5369273433760232,0.09083689835911313,-0.27586362487817206,-0.27872342132498257,-0.7079624648528081,-0.3701799860609376,-0.25623367037763045,0.14960093230249813,-0.43898707441737667,-0.5191082643928339,-1.1659561994118786,-0.5890745079584958,-0.47722224159141735,0.07775675248740965,0.21484159042121354,-1.367285107839264,-1.3501031422403453,1.1332058169953023,1.9681183318939315,0.020721128892329792,0.033612022024829304,0.04922553799169379,0.12986554087338423,0.11083013351492202,0.11562519591375411,1.9180898202488157,1.9151980955689947,1.9248126621657775,0.034126002281558224,0.05348745497145016,0.09168007291671855
7,1097149,"ALIGN TECHNOLOGY, INC.",3734635000.0,3952584000.0,2471941000.0,362000000.0,772000000.0,1776000000.0,568732000.0,1172544000.0,662174000.0,-213316000.0,-563430000.0,-231506000.0,-501686000.0,-458332000.0,-30808000.0,942050000.0,1099370000.0,960843000.0,5947947000.0,5942110000.0,4829683000.0,2346589000.0,2319396000.0,1595818000.0,3601358000.0,3622714000.0,3233865000.0,0,-0.05514089011138035,0.5108107353694931,-0.5310880829015544,-0.7961711711711712,0.152285832484299,0.29665251895974887,0.2678761345841183,-0.05711829937865414,-0.14254725516269862,-0.0936535297565759,-0.13433334181251982,-0.1159575609272314,-0.012463080631778834,-0.3750729693423264,-0.4805192811527755,-0.3496150558614503,-0.8821131921537737,-0.39088682386332624,-0.04652553558430261,-0.5149589269144698,-0.1411139670237732,-0.6213975116695951,-0.07857247760317232,0.09459082062784185,15.284276811217865,0.2522468728537059,0.2781395664203468,0.3886998112009955,0.6278863950872461,0.6651818966663356,0.5118226185859404,2.534720396285843,2.561921293302222,3.0264622908126113,1.656404070810153,0.937593813110638,1.4510430793114801
8,28412,Comerica Incorporated,788000000.0,796000000.0,758000000.0,1151000000.0,1168000000.0,497000000.0,638000000.0,634000000.0,928000000.0,-9952000000.0,1723000000.0,-4602000000.0,-7083000000.0,4555000000.0,13623000000.0,6282000000.0,22679000000.0,15767000000.0,85406000000.0,94616000000.0,88129000000.0,80225000000.0,86719000000.0,80079000000.0,5181000000.0,7897000000.0,8050000000.0,0,-0.01005025125628145,0.0395778364116095,-0.014554794520547976,1.3158953722334004,0.8096446700507615,0.7964824120603015,1.2242744063324538,-12.629441624365482,2.1645728643216082,-6.071240105540897,-8.988578680203046,5.722361809045226,17.972295514511874,-15.598746081504702,2.717665615141956,-4.959051724137931,-11.101880877742946,7.184542586750789,14.679956896551724,0.006309148264984188,-0.3125,-6.775972141613465,1.1625380269448065,-2.5549945115257957,-1.5199295309403213,7.972081218274112,28.491206030150753,20.80079155672823,0.009226518043228812,0.008412953411685128,0.008601028038443644,1.0645808663134932,1.09106424197696,1.1005257308407947,9.846394984326018,35.77129337539432,16.990301724137932
9,1370637,"ETSY, INC.",2566111000.0,2329114000.0,1725625000.0,-694000000.0,494000000.0,349000000.0,683612000.0,651551000.0,678956000.0,-30024000.0,-1557969000.0,-11379000.0,-506484000.0,452749000.0,119282000.0,921278000.0,780196000.0,1244099000.0,2634961000.0,3831809000.0,2404489000.0,3182235000.0,3203190000.0,1662065000.0,-547274000.0,628619000.0,742424000.0,0,0.10175414342106048,0.4870617892068092,-2.4048582995951415,-2.988538681948424,0.2664000115349648,0.279741996312761,0.39345512495472657,-0.01170019535398118,-0.668910581448568,-0.0065941325606664256,-0.19737415879515735,0.19438679257434371,0.06912394060123143,-0.04391965032796381,-2.391169685872633,-0.01675955437465756,-0.7408939573910347,0.694878835271529,0.17568443315914434,0.0492071994364216,0.006857587236875462,-0.9807287564771828,1.6385446875823888,-2.1186860710901625,-5.246105866769504,0.3590172054131719,0.3349754455986268,0.7209555957986237,0.9738705810067018,0.6078366640925996,0.7176680783318202,0.8280221291010877,1.196247802971413,1.4466877047528226,1.3476621241288917,1.197444252253469,1.8323705807150978
